gene,gene_name,fold_seed42,fold_seed43,fold_seed44
ENSG00000164483,SAMD3,1,1,4
ENSG00000020577,SAMD4A,4,1,3
ENSG00000179134,SAMD4B,0,0,4
ENSG00000156671,SAMD8,3,2,0
ENSG00000205413,SAMD9,4,3,1
ENSG00000177409,SAMD9L,4,1,2
ENSG00000101347,SAMHD1,0,1,1
ENSG00000155307,SAMSN1,1,3,1
ENSG00000136715,SAP130,3,0,0
ENSG00000164105,SAP30,2,4,3
ENSG00000164576,SAP30L,0,4,2
ENSG00000228727,SAPCD1,3,4,0
ENSG00000186193,SAPCD2,2,0,2
ENSG00000079332,SAR1A,2,3,1
ENSG00000152700,SAR1B,0,3,2
ENSG00000133872,SARAF,2,4,0
ENSG00000123453,SARDH,1,2,3
ENSG00000004139,SARM1,4,2,3
ENSG00000205323,SARNP,2,0,2
ENSG00000104835,SARS2,1,1,1
ENSG00000111961,SASH1,1,1,1
ENSG00000122122,SASH3,3,4,2
ENSG00000130066,SAT1,1,3,0
ENSG00000141504,SAT2,2,2,4
ENSG00000182568,SATB1,0,1,1
ENSG00000119042,SATB2,0,4,1
ENSG00000184788,SATL1,1,2,4
ENSG00000151748,SAV1,4,1,1
ENSG00000188659,SAXO2,3,4,3
ENSG00000112167,SAYSD1,4,1,4
ENSG00000126524,SBDS,2,2,4
ENSG00000100241,SBF1,0,1,1
ENSG00000133812,SBF2,1,4,2
ENSG00000188322,SBK1,1,0,0
ENSG00000139697,SBNO1,3,0,4
ENSG00000109929,SC5D,3,4,3
ENSG00000126461,SCAF1,2,0,4
ENSG00000139218,SCAF11,2,3,2
ENSG00000156304,SCAF4,1,4,1
ENSG00000213079,SCAF8,4,0,2
ENSG00000173611,SCAI,0,2,3
ENSG00000085365,SCAMP1,4,4,0
ENSG00000140497,SCAMP2,2,3,0
ENSG00000116521,SCAMP3,4,3,4
ENSG00000227500,SCAMP4,4,1,2
ENSG00000171222,SCAND1,4,4,2
ENSG00000114650,SCAP,0,0,2
ENSG00000140386,SCAPER,0,1,0
ENSG00000073060,SCARB1,1,3,1
ENSG00000138760,SCARB2,0,1,1
ENSG00000074660,SCARF1,2,0,0
ENSG00000143653,SCCPDH,1,0,4
ENSG00000099194,SCD,3,3,1
ENSG00000145284,SCD5,4,2,3
ENSG00000184178,SCFD2,2,1,0
ENSG00000149021,SCGB1A1,4,2,0
ENSG00000205209,SCGB2B2,3,3,2
ENSG00000161055,SCGB3A1,1,3,3
ENSG00000164265,SCGB3A2,2,1,4
ENSG00000161929,SCIMP,0,0,3
ENSG00000151466,SCLT1,4,0,0
ENSG00000132330,SCLY,0,1,4
ENSG00000010803,SCMH1,3,0,0
ENSG00000047634,SCML1,4,4,2
ENSG00000102098,SCML2,2,3,4
ENSG00000146285,SCML4,0,3,2
ENSG00000196876,SCN8A,1,1,4
ENSG00000163156,SCNM1,0,1,1
ENSG00000162572,SCNN1D,0,0,1
ENSG00000133028,SCO1,4,0,4
ENSG00000284194,SCO2,1,3,4
ENSG00000153130,SCOC,3,1,2
ENSG00000116171,SCP2,2,0,4
ENSG00000121064,SCPEP1,3,2,0
ENSG00000164106,SCRG1,4,4,1
ENSG00000180900,SCRIB,0,4,4
ENSG00000136193,SCRN1,2,4,4
ENSG00000141295,SCRN2,1,0,3
ENSG00000144306,SCRN3,0,1,1
ENSG00000261678,SCRT1,0,0,1
ENSG00000215397,SCRT2,4,1,3
ENSG00000260428,SCX,1,1,2
ENSG00000142186,SCYL1,3,0,2
ENSG00000136021,SCYL2,3,3,0
ENSG00000000457,SCYL3,3,1,2
ENSG00000124145,SDC4,4,4,2
ENSG00000137575,SDCBP,2,0,3
ENSG00000125775,SDCBP2,2,1,2
ENSG00000054282,SDCCAG8,1,2,4
ENSG00000128228,SDF2L1,4,2,2
ENSG00000078808,SDF4,3,2,4
ENSG00000073578,SDHA,3,3,2
ENSG00000205138,SDHAF1,1,3,0
ENSG00000167985,SDHAF2,4,0,3
ENSG00000196636,SDHAF3,0,4,3
ENSG00000154079,SDHAF4,0,4,2
ENSG00000204370,SDHD,3,1,1
ENSG00000069188,SDK2,4,1,0
ENSG00000100445,SDR39U1,4,0,2
ENSG00000184860,SDR42E1,2,2,1
ENSG00000183921,SDR42E2,4,0,1
ENSG00000274529,SEBOX,4,3,2
ENSG00000140612,SEC11A,1,3,3
ENSG00000166562,SEC11C,4,4,3
ENSG00000129657,SEC14L1,2,2,2
ENSG00000100003,SEC14L2,3,0,2
ENSG00000103184,SEC14L5,2,2,0
ENSG00000148396,SEC16A,2,4,1
ENSG00000121542,SEC22A,4,4,1
ENSG00000265808,SEC22B,2,4,3
ENSG00000093183,SEC22C,0,3,2
ENSG00000100934,SEC23A,0,3,1
ENSG00000101310,SEC23B,4,2,4
ENSG00000107651,SEC23IP,3,2,3
ENSG00000113615,SEC24A,0,2,2
ENSG00000138802,SEC24B,0,2,4
ENSG00000176986,SEC24C,3,4,2
ENSG00000150961,SEC24D,1,0,0
ENSG00000138674,SEC31A,3,3,0
ENSG00000075826,SEC31B,3,0,0
ENSG00000065665,SEC61A2,2,4,4
ENSG00000106803,SEC61B,4,0,4
ENSG00000008952,SEC62,2,4,0
ENSG00000025796,SEC63,2,0,2
ENSG00000187742,SECISBP2,0,4,2
ENSG00000138593,SECISBP2L,4,3,1
ENSG00000141574,SECTM1,2,1,1
ENSG00000085415,SEH1L,1,2,0
ENSG00000071537,SEL1L,2,0,1
ENSG00000091490,SEL1L3,0,4,2
ENSG00000143416,SELENBP1,4,3,3
ENSG00000183291,SELENOF,3,3,2
ENSG00000211450,SELENOH,3,1,1
ENSG00000138018,SELENOI,1,3,4
ENSG00000113811,SELENOK,0,3,4
ENSG00000198832,SELENOM,3,1,2
ENSG00000162430,SELENON,0,2,2
ENSG00000073169,SELENOO,2,3,2
ENSG00000131871,SELENOS,2,1,2
ENSG00000198843,SELENOT,0,2,3
ENSG00000178980,SELENOW,0,3,4
ENSG00000188404,SELL,3,1,1
ENSG00000110876,SELPLG,1,0,1
ENSG00000127922,SEM1,0,4,2
ENSG00000170381,SEMA3E,3,0,3
ENSG00000010319,SEMA3G,3,1,3
ENSG00000196189,SEMA4A,3,2,4
ENSG00000185033,SEMA4B,3,2,3
ENSG00000168758,SEMA4C,4,2,1
ENSG00000135622,SEMA4F,1,3,0
ENSG00000112902,SEMA5A,2,4,1
ENSG00000092421,SEMA6A,1,3,3
ENSG00000143434,SEMA6C,2,3,2
ENSG00000138623,SEMA7A,2,2,1
ENSG00000079387,SENP1,4,0,0
ENSG00000163904,SENP2,4,3,3
ENSG00000161956,SENP3,4,4,4
ENSG00000119231,SENP5,4,2,0
ENSG00000138468,SENP7,0,2,3
ENSG00000109618,SEPSECS,0,1,3
ENSG00000180096,SEPTIN1,2,0,1
ENSG00000186522,SEPTIN10,3,4,1
ENSG00000138758,SEPTIN11,1,2,2
ENSG00000168385,SEPTIN2,4,2,0
ENSG00000184702,SEPTIN5,1,1,1
ENSG00000125354,SEPTIN6,2,1,4
ENSG00000122545,SEPTIN7,0,3,2
ENSG00000164402,SEPTIN8,4,2,1
ENSG00000122335,SERAC1,3,0,2
ENSG00000142864,SERBP1,2,1,1
ENSG00000205572,SERF1B,1,2,4
ENSG00000140264,SERF2,2,4,0
ENSG00000129158,SERGEF,2,3,3
ENSG00000183569,SERHL2,4,1,0
ENSG00000111897,SERINC1,0,2,1
ENSG00000132824,SERINC3,0,1,1
ENSG00000164300,SERINC5,0,4,3
ENSG00000120742,SERP1,1,3,1
ENSG00000197249,SERPINA1,4,4,4
ENSG00000021355,SERPINB1,4,0,3
ENSG00000124570,SERPINB6,4,1,2
ENSG00000166401,SERPINB8,1,1,1
ENSG00000170542,SERPINB9,3,3,1
ENSG00000106366,SERPINE1,4,2,1
ENSG00000135919,SERPINE2,4,3,3
ENSG00000253309,SERPINE3,2,3,2
ENSG00000149131,SERPING1,0,1,4
ENSG00000149257,SERPINH1,2,4,4
ENSG00000163536,SERPINI1,0,4,1
ENSG00000197019,SERTAD1,1,4,0
ENSG00000179833,SERTAD2,1,3,3
ENSG00000167565,SERTAD3,3,4,2
ENSG00000080546,SESN1,4,3,3
ENSG00000130766,SESN2,4,4,4
ENSG00000149212,SESN3,4,1,1
ENSG00000187231,SESTD1,1,0,3
ENSG00000119335,SET,2,1,2
ENSG00000152217,SETBP1,3,1,4
ENSG00000139718,SETD1B,4,4,2
ENSG00000181555,SETD2,1,2,3
ENSG00000183576,SETD3,3,2,0
ENSG00000185917,SETD4,3,4,3
ENSG00000168137,SETD5,4,0,4
ENSG00000103037,SETD6,3,3,4
ENSG00000145391,SETD7,1,3,3
ENSG00000155542,SETD9,3,2,1
ENSG00000143379,SETDB1,4,2,1
ENSG00000136169,SETDB2,4,1,3
ENSG00000170364,SETMAR,4,3,0
ENSG00000107290,SETX,3,0,4
ENSG00000168066,SF1,3,2,3
ENSG00000169976,SF3B5,1,4,1
ENSG00000198089,SFI1,2,4,4
ENSG00000163935,SFMBT1,3,3,1
ENSG00000198879,SFMBT2,3,3,1
ENSG00000175793,SFN,3,1,0
ENSG00000156384,SFR1,3,2,0
ENSG00000104332,SFRP1,4,3,3
ENSG00000198818,SFT2D1,1,2,2
ENSG00000213064,SFT2D2,2,1,2
ENSG00000173349,SFT2D3,0,1,1
ENSG00000122852,SFTPA1,0,0,4
ENSG00000185303,SFTPA2,2,2,2
ENSG00000168878,SFTPB,1,0,4
ENSG00000168484,SFTPC,3,4,4
ENSG00000164466,SFXN1,0,1,1
ENSG00000156398,SFXN2,0,3,1
ENSG00000107819,SFXN3,2,0,1
ENSG00000183605,SFXN4,0,2,4
ENSG00000144040,SFXN5,4,1,4
ENSG00000163069,SGCB,3,0,4
ENSG00000176476,SGF29,2,3,1
ENSG00000118515,SGK1,3,2,0
ENSG00000101049,SGK2,2,0,2
ENSG00000104205,SGK3,3,0,1
ENSG00000167524,RSKR,1,3,0
ENSG00000198964,SGMS1,0,3,0
ENSG00000129810,SGO1,4,2,2
ENSG00000163535,SGO2,3,1,1
ENSG00000166224,SGPL1,0,2,2
ENSG00000126821,SGPP1,0,0,1
ENSG00000163082,SGPP2,2,0,0
ENSG00000181523,SGSH,0,3,4
ENSG00000167037,SGSM1,1,1,4
ENSG00000141258,SGSM2,4,0,3
ENSG00000100359,SGSM3,0,1,3
ENSG00000104969,SGTA,4,2,1
ENSG00000197860,SGTB,0,3,1
ENSG00000178188,SH2B1,2,4,4
ENSG00000111252,SH2B3,1,4,2
ENSG00000183918,SH2D1A,2,1,1
ENSG00000027869,SH2D2A,1,2,0
ENSG00000125731,SH2D3A,0,2,0
ENSG00000104611,SH2D4A,1,1,0
ENSG00000185437,SH3BGR,0,3,3
ENSG00000131171,SH3BGRL,2,2,4
ENSG00000198478,SH3BGRL2,2,0,0
ENSG00000142669,SH3BGRL3,0,1,4
ENSG00000100092,SH3BP1,2,4,4
ENSG00000087266,SH3BP2,3,3,1
ENSG00000131370,SH3BP5,2,3,2
ENSG00000175137,SH3BP5L,2,3,4
ENSG00000109686,SH3D19,2,1,1
ENSG00000214193,SH3D21,1,3,4
ENSG00000141985,SH3GL1,2,3,1
ENSG00000097033,SH3GLB1,3,4,3
ENSG00000148341,SH3GLB2,2,4,4
ENSG00000147010,SH3KBP1,3,2,3
ENSG00000107957,SH3PXD2A,0,1,2
ENSG00000172985,SH3RF3,4,0,2
ENSG00000125089,SH3TC1,0,1,2
ENSG00000035115,SH3YL1,1,4,2
ENSG00000162105,SHANK2,1,0,1
ENSG00000179526,SHARPIN,0,2,1
ENSG00000160691,SHC1,2,4,2
ENSG00000185634,SHC4,4,0,3
ENSG00000171241,SHCBP1,0,1,0
ENSG00000138606,SHF,3,2,0
ENSG00000180730,SHISA2,3,1,2
ENSG00000164054,SHISA5,3,2,4
ENSG00000182183,SHISAL2A,2,1,3
ENSG00000160410,SHKBP1,2,4,3
ENSG00000171984,SHLD1,1,2,1
ENSG00000122376,SHLD2,1,2,0
ENSG00000176974,SHMT1,0,2,0
ENSG00000182199,SHMT2,4,2,2
ENSG00000108061,SHOC2,2,0,3
ENSG00000185960,SHOX,0,0,3
ENSG00000168779,SHOX2,2,2,0
ENSG00000197417,SHPK,2,0,2
ENSG00000146414,SHPRH,0,1,0
ENSG00000144736,SHQ1,0,3,3
ENSG00000164403,SHROOM1,1,1,0
ENSG00000110013,SIAE,1,1,0
ENSG00000196470,SIAH1,3,4,4
ENSG00000181788,SIAH2,3,3,4
ENSG00000215475,SIAH3,1,4,3
ENSG00000072858,SIDT1,3,2,3
ENSG00000149577,SIDT2,2,0,0
ENSG00000185187,SIGIRR,1,2,3
ENSG00000142512,SIGLEC10,1,2,2
ENSG00000254415,SIGLEC14,1,3,2
ENSG00000129450,SIGLEC9,2,3,4
ENSG00000147955,SIGMAR1,1,2,3
ENSG00000142178,SIK1,1,3,1
ENSG00000170145,SIK2,3,3,2
ENSG00000160584,SIK3,2,0,0
ENSG00000052723,SIKE1,2,1,0
ENSG00000120725,SIL1,4,0,0
ENSG00000112246,SIM1,0,0,1
ENSG00000159263,SIM2,4,0,4
ENSG00000170085,SIMC1,2,2,1
ENSG00000169375,SIN3A,1,1,0
ENSG00000127511,SIN3B,3,1,3
ENSG00000139146,SINHCAF,1,3,1
ENSG00000213445,SIPA1,3,3,1
ENSG00000105738,SIPA1L3,1,0,0
ENSG00000198053,SIRPA,2,3,0
ENSG00000101307,SIRPB1,0,3,1
ENSG00000089012,SIRPG,4,1,0
ENSG00000096717,SIRT1,2,1,3
ENSG00000068903,SIRT2,3,4,3
ENSG00000142082,SIRT3,3,2,1
ENSG00000089163,SIRT4,2,4,3
ENSG00000124523,SIRT5,1,4,1
ENSG00000077463,SIRT6,4,3,2
ENSG00000187531,SIRT7,2,0,0
ENSG00000137078,SIT1,0,1,1
ENSG00000184990,SIVA1,3,1,4
ENSG00000126778,SIX1,2,4,2
ENSG00000170577,SIX2,2,2,2
ENSG00000138083,SIX3,3,0,4
ENSG00000100625,SIX4,3,0,3
ENSG00000177045,SIX5,0,2,1
ENSG00000184302,SIX6,1,1,2
ENSG00000154839,SKA1,3,1,2
ENSG00000182628,SKA2,0,2,3
ENSG00000165480,SKA3,0,4,0
ENSG00000141293,SKAP1,3,4,4
ENSG00000005020,SKAP2,0,3,1
ENSG00000157933,SKI,3,3,2
ENSG00000136603,SKIL,2,4,2
ENSG00000204351,SKIC2,0,4,2
ENSG00000188779,SKOR1,4,4,0
ENSG00000215474,SKOR2,1,3,2
ENSG00000145604,SKP2,4,2,4
ENSG00000155926,SLA,0,1,4
ENSG00000101082,SLA2,2,3,1
ENSG00000139737,SLAIN1,3,2,2
ENSG00000109171,SLAIN2,0,0,4
ENSG00000117090,SLAMF1,1,3,2
ENSG00000162739,SLAMF6,1,2,3
ENSG00000026751,SLAMF7,4,1,2
ENSG00000158714,SLAMF8,3,3,3
ENSG00000100652,SLC10A1,2,4,4
ENSG00000126903,SLC10A3,2,0,0
ENSG00000120519,SLC10A7,4,4,0
ENSG00000018280,SLC11A1,0,3,1
ENSG00000110911,SLC11A2,3,2,1
ENSG00000064651,SLC12A2,3,2,3
ENSG00000124067,SLC12A4,1,2,3
ENSG00000140199,SLC12A6,2,1,0
ENSG00000113504,SLC12A7,3,2,0
ENSG00000146828,SLC12A9,1,2,1
ENSG00000163406,SLC15A2,1,4,4
ENSG00000110446,SLC15A3,2,2,0
ENSG00000139370,SLC15A4,1,2,2
ENSG00000155380,SLC16A1,2,1,2
ENSG00000112394,SLC16A10,2,2,1
ENSG00000174327,SLC16A13,4,3,1
ENSG00000141526,SLC16A3,4,4,1
ENSG00000170190,SLC16A5,1,1,4
ENSG00000108932,SLC16A6,3,0,4
ENSG00000118596,SLC16A7,0,0,3
ENSG00000124568,SLC17A1,0,4,4
ENSG00000124564,SLC17A3,4,2,1
ENSG00000119899,SLC17A5,4,3,4
ENSG00000101194,SLC17A9,0,1,4
ENSG00000165646,SLC18A2,0,0,4
ENSG00000146409,SLC18B1,3,2,4
ENSG00000173638,SLC19A1,2,1,0
ENSG00000117479,SLC19A2,4,1,1
ENSG00000110436,SLC1A2,3,4,1
ENSG00000115902,SLC1A4,4,2,4
ENSG00000105281,SLC1A5,2,3,4
ENSG00000105143,SLC1A6,2,3,4
ENSG00000144136,SLC20A1,2,2,2
ENSG00000163393,SLC22A15,2,4,4
ENSG00000092096,SLC22A17,4,0,0
ENSG00000110628,SLC22A18,4,2,1
ENSG00000137266,SLC22A23,2,0,3
ENSG00000146477,SLC22A3,3,1,3
ENSG00000197375,SLC22A5,3,0,4
ENSG00000170482,SLC23A1,4,0,1
ENSG00000089057,SLC23A2,4,2,0
ENSG00000213901,SLC23A3,4,2,1
ENSG00000074621,SLC24A1,3,2,2
ENSG00000100075,SLC25A1,4,0,0
ENSG00000183048,SLC25A10,2,3,4
ENSG00000108528,SLC25A11,2,2,3
ENSG00000115840,SLC25A12,3,4,3
ENSG00000004864,SLC25A13,1,4,4
ENSG00000102078,SLC25A14,3,0,2
ENSG00000102743,SLC25A15,4,1,2
ENSG00000122912,SLC25A16,0,0,3
ENSG00000100372,SLC25A17,4,2,0
ENSG00000125454,SLC25A19,4,0,4
ENSG00000178537,SLC25A20,4,2,4
ENSG00000177542,SLC25A22,0,3,2
ENSG00000125648,SLC25A23,0,1,2
ENSG00000085491,SLC25A24,4,1,0
ENSG00000148339,SLC25A25,4,2,0
ENSG00000144741,SLC25A26,2,1,1
ENSG00000153291,SLC25A27,4,1,2
ENSG00000155287,SLC25A28,0,1,0
ENSG00000197119,SLC25A29,2,3,1
ENSG00000075415,SLC25A3,3,2,4
ENSG00000174032,SLC25A30,4,3,3
ENSG00000164933,SLC25A32,4,2,4
ENSG00000171612,SLC25A33,3,0,0
ENSG00000162461,SLC25A34,4,2,2
ENSG00000125434,SLC25A35,1,3,4
ENSG00000114120,SLC25A36,0,1,2
ENSG00000147454,SLC25A37,0,1,4
ENSG00000144659,SLC25A38,0,2,3
ENSG00000013306,SLC25A39,3,4,1
ENSG00000151729,SLC25A4,3,1,3
ENSG00000075303,SLC25A40,3,1,0
ENSG00000181035,SLC25A42,2,1,4
ENSG00000077713,SLC25A43,2,0,3
ENSG00000160785,SLC25A44,2,3,1
ENSG00000162241,SLC25A45,3,3,0
ENSG00000164209,SLC25A46,1,3,1
ENSG00000005022,SLC25A5,4,4,4
ENSG00000122696,SLC25A51,3,1,3
ENSG00000269743,SLC25A53,3,0,0
ENSG00000169100,SLC25A6,0,2,3
ENSG00000145217,SLC26A1,1,1,2
ENSG00000181045,SLC26A11,4,2,2
ENSG00000155850,SLC26A2,1,4,1
ENSG00000091138,SLC26A3,3,4,0
ENSG00000091137,SLC26A4,0,3,3
ENSG00000170615,SLC26A5,1,1,0
ENSG00000225697,SLC26A6,2,1,3
ENSG00000130304,SLC27A1,1,0,1
ENSG00000140284,SLC27A2,2,1,3
ENSG00000143554,SLC27A3,4,3,0
ENSG00000167114,SLC27A4,3,3,0
ENSG00000083807,SLC27A5,4,0,4
ENSG00000112759,SLC29A1,0,1,4
ENSG00000174669,SLC29A2,2,1,1
ENSG00000198246,SLC29A3,2,3,2
ENSG00000117394,SLC2A1,2,2,3
ENSG00000133460,SLC2A11,0,4,0
ENSG00000151229,SLC2A13,3,1,1
ENSG00000173262,SLC2A14,3,1,0
ENSG00000059804,SLC2A3,4,3,0
ENSG00000125520,SLC2A4RG,2,1,1
ENSG00000160326,SLC2A6,2,4,4
ENSG00000136856,SLC2A8,3,1,0
ENSG00000170385,SLC30A1,1,3,3
ENSG00000104154,SLC30A4,1,2,1
ENSG00000145740,SLC30A5,3,4,1
ENSG00000152683,SLC30A6,0,2,0
ENSG00000162695,SLC30A7,2,1,1
ENSG00000014824,SLC30A9,4,1,3
ENSG00000136868,SLC31A1,3,0,0
ENSG00000136867,SLC31A2,3,2,1
ENSG00000169359,SLC33A1,2,0,2
ENSG00000164414,SLC35A1,2,0,1
ENSG00000102100,SLC35A2,4,2,2
ENSG00000117620,SLC35A3,1,2,2
ENSG00000176087,SLC35A4,3,1,2
ENSG00000138459,SLC35A5,1,4,4
ENSG00000121073,SLC35B1,3,4,2
ENSG00000157593,SLC35B2,1,2,4
ENSG00000124786,SLC35B3,0,2,2
ENSG00000205060,SLC35B4,0,3,0
ENSG00000181830,SLC35C1,1,0,3
ENSG00000080189,SLC35C2,0,4,2
ENSG00000116704,SLC35D1,2,2,0
ENSG00000130958,SLC35D2,2,1,4
ENSG00000127526,SLC35E1,0,3,1
ENSG00000215790,SLC35E2A,1,1,2
ENSG00000189339,SLC35E2B,3,3,4
ENSG00000175782,SLC35E3,0,4,4
ENSG00000100036,SLC35E4,2,0,2
ENSG00000110660,SLC35F2,4,3,1
ENSG00000115084,SLC35F5,2,2,0
ENSG00000213699,SLC35F6,1,1,2
ENSG00000176273,SLC35G1,0,4,4
ENSG00000123643,SLC36A1,1,0,2
ENSG00000180773,SLC36A4,4,2,4
ENSG00000160190,SLC37A1,2,2,1
ENSG00000157800,SLC37A3,3,4,4
ENSG00000137700,SLC37A4,4,1,3
ENSG00000111371,SLC38A1,3,1,0
ENSG00000157637,SLC38A10,4,0,4
ENSG00000134294,SLC38A2,1,3,0
ENSG00000017483,SLC38A5,1,2,4
ENSG00000139974,SLC38A6,4,3,1
ENSG00000103042,SLC38A7,1,1,1
ENSG00000177058,SLC38A9,1,4,2
ENSG00000143570,SLC39A1,1,4,4
ENSG00000196950,SLC39A10,1,0,2
ENSG00000133195,SLC39A11,1,3,2
ENSG00000165915,SLC39A13,0,1,3
ENSG00000104635,SLC39A14,4,3,1
ENSG00000141873,SLC39A3,4,4,0
ENSG00000147804,SLC39A4,1,4,3
ENSG00000141424,SLC39A6,2,1,3
ENSG00000112473,SLC39A7,4,2,1
ENSG00000138821,SLC39A8,1,4,3
ENSG00000029364,SLC39A9,2,1,0
ENSG00000138079,SLC3A1,2,4,1
ENSG00000168003,SLC3A2,1,2,2
ENSG00000138449,SLC40A1,3,3,4
ENSG00000133065,SLC41A1,4,0,0
ENSG00000136052,SLC41A2,3,2,3
ENSG00000114544,SLC41A3,1,3,4
ENSG00000149150,SLC43A1,2,1,4
ENSG00000167703,SLC43A2,1,2,3
ENSG00000134802,SLC43A3,4,0,3
ENSG00000070214,SLC44A1,0,2,3
ENSG00000129353,SLC44A2,4,0,1
ENSG00000143036,SLC44A3,3,0,4
ENSG00000204385,SLC44A4,3,3,0
ENSG00000137968,SLC44A5,4,4,3
ENSG00000022567,SLC45A4,2,0,4
ENSG00000139508,SLC46A3,2,4,1
ENSG00000211584,SLC48A1,1,1,3
ENSG00000144290,SLC4A10,4,4,4
ENSG00000163798,SLC4A1AP,2,4,4
ENSG00000164889,SLC4A2,0,0,1
ENSG00000080493,SLC4A4,0,2,3
ENSG00000188687,SLC4A5,3,0,2
ENSG00000033867,SLC4A7,3,0,0
ENSG00000050438,SLC4A8,1,1,4
ENSG00000169241,SLC50A1,4,4,4
ENSG00000163959,SLC51A,3,0,3
ENSG00000185803,SLC52A2,0,1,0
ENSG00000154025,SLC5A10,1,3,4
ENSG00000140675,SLC5A2,2,4,0
ENSG00000198743,SLC5A3,1,3,4
ENSG00000105641,SLC5A5,1,1,2
ENSG00000138074,SLC5A6,3,4,1
ENSG00000157103,SLC6A1,4,4,3
ENSG00000131389,SLC6A6,3,0,4
ENSG00000130821,SLC6A8,1,3,2
ENSG00000196517,SLC6A9,1,4,1
ENSG00000151012,SLC7A11,4,0,3
ENSG00000103257,SLC7A5,0,2,4
ENSG00000103064,SLC7A6,4,1,0
ENSG00000155465,SLC7A7,0,2,2
ENSG00000092068,SLC7A8,0,1,0
ENSG00000089060,SLC8B1,4,4,4
ENSG00000090020,SLC9A1,2,1,0
ENSG00000109062,NHERF1,2,0,3
ENSG00000065054,NHERF2,4,4,2
ENSG00000135740,SLC9A5,1,2,3
ENSG00000198689,SLC9A6,2,1,3
ENSG00000065923,SLC9A7,2,1,4
ENSG00000197818,SLC9A8,4,2,4
ENSG00000181804,SLC9A9,2,3,1
ENSG00000164037,SLC9B1,2,4,0
ENSG00000164038,SLC9B2,0,0,2
ENSG00000176463,SLCO3A1,2,4,3
ENSG00000101187,SLCO4A1,3,0,0
ENSG00000173930,SLCO4C1,2,0,3
ENSG00000133302,SLF1,3,0,2
ENSG00000172716,SLFN11,1,3,0
ENSG00000172123,SLFN12,0,0,0
ENSG00000205045,SLFN12L,0,4,3
ENSG00000236320,SLFN14,3,2,4
ENSG00000166750,SLFN5,3,2,3
ENSG00000171790,SLFNL1,4,0,3
ENSG00000119705,SLIRP,0,1,3
ENSG00000184347,SLIT3,3,3,1
ENSG00000065613,SLK,4,4,4
ENSG00000163681,SLMAP,4,1,4
ENSG00000124107,SLPI,2,3,1
ENSG00000137776,SLTM,0,0,1
ENSG00000132207,SLX1A,1,1,3
ENSG00000181625,SLX1B,4,1,4
ENSG00000188827,SLX4,1,2,2
ENSG00000149346,SLX4IP,3,0,3
ENSG00000170365,SMAD1,1,0,4
ENSG00000175387,SMAD2,4,4,2
ENSG00000166949,SMAD3,2,2,4
ENSG00000141646,SMAD4,2,4,1
ENSG00000113658,SMAD5,4,1,0
ENSG00000101665,SMAD7,3,0,4
ENSG00000120693,SMAD9,0,2,0
ENSG00000170545,SMAGP,1,0,3
ENSG00000112305,SMAP1,4,3,1
ENSG00000084070,SMAP2,3,2,3
ENSG00000102038,SMARCA1,1,2,3
ENSG00000080503,SMARCA2,4,3,2
ENSG00000127616,SMARCA4,4,3,3
ENSG00000153147,SMARCA5,4,1,4
ENSG00000163104,SMARCAD1,3,4,0
ENSG00000138375,SMARCAL1,3,4,3
ENSG00000099956,SMARCB1,2,1,4
ENSG00000173473,SMARCC1,4,1,2
ENSG00000139613,SMARCC2,3,0,4
ENSG00000066117,SMARCD1,4,0,2
ENSG00000108604,SMARCD2,4,3,1
ENSG00000082014,SMARCD3,1,0,1
ENSG00000073584,SMARCE1,1,3,1
ENSG00000101596,SMCHD1,2,1,2
ENSG00000166002,SMCO4,0,0,3
ENSG00000176994,SMCR8,3,0,2
ENSG00000183172,SMDT1,1,2,0
ENSG00000157106,SMG1,1,1,3
ENSG00000198952,SMG5,0,2,1
ENSG00000070366,SMG6,1,1,1
ENSG00000116698,SMG7,2,4,2
ENSG00000167447,SMG8,3,1,4
ENSG00000105771,SMG9,0,0,4
ENSG00000235169,SMIM1,2,0,4
ENSG00000256537,SMIM10L1,2,4,4
ENSG00000205670,SMIM11,0,4,0
ENSG00000163866,SMIM12,2,3,3
ENSG00000224531,SMIM13,4,0,3
ENSG00000163683,SMIM14,4,4,2
ENSG00000188725,SMIM15,3,3,2
ENSG00000176209,SMIM19,3,3,4
ENSG00000250317,SMIM20,3,0,3
ENSG00000267795,SMIM22,1,4,0
ENSG00000095932,SMIM24,2,4,4
ENSG00000186577,SMIM29,3,0,1
ENSG00000256235,SMIM3,1,4,1
ENSG00000168273,UQCC5,4,4,0
ENSG00000204323,SMIM5,0,1,1
ENSG00000214046,SMIM7,2,0,3
ENSG00000111850,SMIM8,0,2,4
ENSG00000240204,SMKR1,3,2,2
ENSG00000119953,SMNDC1,4,1,3
ENSG00000088826,SMOX,2,2,1
ENSG00000166311,SMPD1,0,2,0
ENSG00000135587,SMPD2,3,3,0
ENSG00000103056,SMPD3,4,4,2
ENSG00000136699,SMPD4,2,1,1
ENSG00000171201,SMR3B,3,4,1
ENSG00000102172,SMS,1,1,0
ENSG00000183963,SMTN,0,3,2
ENSG00000214872,SMTNL1,3,4,0
ENSG00000123415,SMUG1,0,2,3
ENSG00000198742,SMURF1,4,2,1
ENSG00000108854,SMURF2,2,0,2
ENSG00000143499,SMYD2,1,1,1
ENSG00000185420,SMYD3,0,4,4
